0.752495, 
0.937616, 
0.898083, 
0.887969, 
0.644750, 
0.857384, 
0.615744, 
0.599883, 
0.608452, 
0.895259, 
0.726224, 
0.793342, 
0.807234, 
0.930642, 
0.795280, 
0.772168, 
0.781028, 
0.875573, 
0.862584, 
0.946858, 
0.948128, 
