0.813595, 
0.948634, 
0.808194, 
0.873795, 
0.813412, 
0.863094, 
0.818476, 
0.676749, 
0.739254, 
0.970024, 
0.656162, 
0.775838, 
0.802281, 
0.871330, 
0.563329, 
0.968351, 
0.804425, 
0.829568, 
0.791149, 
0.978389, 
