0.617505, 
0.845418, 
0.787992, 
0.742888, 
0.951304, 
0.969168, 
0.966768, 
0.750616, 
0.692125, 
0.779816, 
0.712203, 
0.761742, 
0.611546, 
0.619942, 
0.967274, 
0.777692, 
0.648711, 
0.914168, 
0.852039, 
0.686728, 
0.700222, 
0.734831, 
0.747394, 
0.764942, 
0.725684, 
0.763480, 
0.823060, 
