0.786015, 
0.751336, 
0.786835, 
0.773769, 
0.611074, 
0.802569, 
0.937659, 
0.785442, 
0.883446, 
0.812579, 
0.812819, 
0.950897, 
0.754434, 
0.727676, 
0.633844, 
0.871725, 
0.886509, 
0.977749, 
0.891923, 
0.924228, 
0.900604, 
0.746969, 
0.982306, 
0.653900, 
0.870293, 
0.819841, 
0.631908, 
0.875258, 
0.580257, 
0.943105, 
