0.623397, 
0.764410, 
0.753732, 
0.930844, 
0.776127, 
0.789316, 
0.784454, 
0.734269, 
0.727988, 
0.732636, 
0.826815, 
0.736733, 
0.753600, 
0.770459, 
0.700997, 
0.734443, 
0.978050, 
0.809444, 
0.817135, 
0.899822, 
0.840522, 
0.759107, 
0.779504, 
0.723925, 
0.972607, 
