0.763485, 
0.859649, 
0.844477, 
0.858351, 
0.821061, 
0.801418, 
0.784507, 
0.843137, 
0.864516, 
0.837998, 
0.832360, 
0.822812, 
0.869084, 
0.848861, 
0.851443, 
0.806763, 
0.845228, 
0.812634, 
0.826745, 
0.845142, 
0.817922, 
0.853805, 
0.792381, 
0.843782, 
0.822397, 
0.786701, 
0.825000, 
0.794949, 
0.821612, 
