0.785823, 
0.827202, 
0.870370, 
0.797546, 
0.857469, 
0.841567, 
0.854145,  
0.835763, 
0.815331, 
0.828596, 
0.765980, 
0.835467, 
0.809938, 
0.843411, 
0.849146, 
0.812789, 
0.846004, 
0.838631, 
0.833083, 
0.809143, 
0.825695, 
0.847887, 
0.826667, 
0.835302, 
0.798936, 
0.805154, 
0.808772, 
