0.774611, 
0.846465, 
0.835504, 
0.826582, 
0.826382, 
0.827657, 
0.792230, 
0.827068, 
0.849018, 
0.782961, 
0.851802, 
0.839099, 
0.855524, 
0.812950, 
0.792839, 
0.808483, 
0.856431, 
0.863636, 
0.803842, 
0.892181, 
0.814768, 
0.831234, 
0.814634, 
0.729794, 
0.880471, 
0.851319, 
0.829227, 
0.848249, 
0.876601, 
