0.728500, 
0.806471, 
0.797441, 
0.831741, 
0.737533, 
0.804200, 
0.806564, 
0.811845, 
0.800872, 
0.815278, 
0.830750, 
0.808365, 
0.809224, 
0.804619, 
0.779839, 
0.771883, 
0.771944, 
0.791023, 
0.786236, 
0.802060, 
0.827801, 
0.853989, 
0.816655, 
0.774752, 
0.861296, 
0.814951, 
0.830162, 
0.807544, 
0.864215, 
