0.905000, 
0.851286, 
0.859606, 
0.834783, 
0.904067, 
0.873464, 
0.916335, 
0.885609, 
0.805858, 
0.858674, 
0.872727, 
0.788501, 
0.831341, 
0.874505, 
0.868102, 
0.858911, 
0.865311, 
0.765217, 
0.833773, 
0.849010, 
0.850207, 
0.864167, 
0.822857, 
0.817737, 
0.862416, 
0.832996, 
0.850505, 
0.872112, 
0.830065, 
0.822738, 
