0.858706, 
0.879939, 
0.865838, 
0.840633, 
0.860987, 
0.785266, 
0.808249, 
0.821586, 
0.876465, 
0.809269, 
0.868914, 
0.841244, 
0.833079, 
0.834862, 
0.860701, 
0.858195, 
0.863261, 
0.827047, 
0.881679, 
0.913580, 
0.840605, 
0.879505, 
0.850767, 
0.811391, 
0.827851, 
0.858716, 
0.811164, 
0.884752, 
0.849376, 
0.845919, 
