0.767376, 
0.841996, 
0.832069, 
0.837055, 
0.867742, 
0.836592, 
0.906587, 
0.824661, 
0.836277, 
0.871951, 
0.811923, 
0.870276, 
0.897898, 
0.849498, 
0.854230, 
0.879679, 
0.867647, 
0.881558, 
0.866492, 
0.838028, 
0.860759, 
0.836439, 
0.860062, 
0.825374, 
0.812319, 
0.856842, 
0.842105, 
0.816129, 
0.853032, 
