0.742824, 
0.812661, 
0.648041, 
0.723101, 
0.803776, 
0.753086, 
0.833110, 
0.756611, 
0.720544, 
0.828425, 
0.690909, 
0.825620, 
0.774194, 
0.744767, 
0.762272, 
0.752171, 
0.788079, 
0.772665, 
0.787067, 
0.792975, 
0.802792, 
0.820669, 
0.798300, 
0.718813, 
0.793103, 
0.825147, 
0.776464, 
0.811156, 
0.775254, 
0.825444, 
