0.780767, 
0.805161, 
0.798379, 
0.853717, 
0.801676, 
0.786809, 
0.823209, 
0.815269, 
0.800805, 
0.790997, 
0.793510, 
0.813333, 
0.822281, 
0.816783, 
0.814440, 
