0.788722, 
0.779595, 
0.779963, 
0.742964, 
0.773819, 
0.740920, 
0.764407, 
0.760709, 
0.799308, 
0.747493, 
0.669039, 
0.766197, 
0.826974, 
0.728070, 
0.788741, 
0.754545, 
0.829040, 
0.767062, 
0.843774, 
0.736264, 
0.768251, 
0.767628, 
0.843427, 
0.697783, 
0.829646, 
0.795181, 
0.774194, 
0.714152, 
0.753040, 
0.829472, 
