0.823069, 
0.793627, 
0.840032, 
0.855654, 
0.784777, 
0.847976, 
0.831343, 
0.853713, 
0.871963, 
0.818787, 
0.838532, 
0.878788, 
0.777494, 
0.869644, 
0.843653, 
0.840248, 
0.896337, 
0.826960, 
0.866154, 
0.820225, 
0.816123, 
0.867306, 
0.866845, 
0.847915, 
0.795427, 
0.866709, 
0.850593, 
0.847905, 
0.802281, 
0.889677, 
