0.777096, 
0.798855, 
0.733758, 
0.798720, 
0.791849, 
0.761056, 
0.648746, 
0.750213, 
0.754993, 
0.806029, 
0.808322, 
0.764151, 
0.768041, 
0.728039, 
0.735632, 
0.739740, 
0.810680, 
0.727520, 
0.643802, 
0.787160, 
0.776970, 
0.773144, 
0.791907, 
0.780586, 
0.793388, 
0.810225, 
0.753602, 
0.788889, 
0.836836, 
0.681747, 
