0.843610, 
0.704248, 
0.785667, 
0.797786, 
0.770696, 
0.763314, 
0.838959, 
0.852737, 
0.711140, 
0.832780, 
0.825592, 
0.849398, 
0.825723, 
0.819799, 
0.827609, 
0.854580, 
0.873315, 
0.867696, 
0.830508, 
0.817430, 
0.853454, 
0.817084, 
0.784861, 
0.843994, 
0.854463, 
0.857623, 
0.795606, 
0.863695, 
0.837788, 
0.830341, 
