0.772566, 
0.729495, 
0.737612, 
0.790205, 
0.717949, 
0.651990, 
0.727016, 
0.709270, 
0.737060, 
0.681979, 
0.806785, 
0.800437, 
0.713211, 
0.767591, 
0.791907, 
0.728314, 
0.762115, 
0.739598, 
0.807924, 
0.741581, 
0.753041, 
0.760066, 
0.808190, 
0.679668, 
0.782787, 
0.694725, 
0.797619, 
0.784783, 
0.729229, 
0.811037, 
