0.823990, 
0.850171, 
0.844363, 
0.832061, 
0.870401, 
0.814363, 
0.852551, 
0.774232, 
0.835282, 
0.833547, 
0.856628, 
0.816396, 
0.838370, 
0.785975, 
0.841004, 
0.821097, 
0.854940, 
0.836918, 
0.855822, 
0.851285, 
0.864383, 
0.874126, 
0.883655, 
0.868841, 
0.816986, 
0.857242, 
0.862491, 
0.856223, 
0.813084, 
0.820202, 
