0.732000, 
0.725424, 
0.769384, 
0.758621, 
0.774245, 
0.719811, 
0.765786, 
0.745440, 
0.733378, 
0.736726, 
0.739651, 
0.767049, 
0.759036, 
0.689826, 
0.717532, 
0.623560, 
0.764672, 
0.721207, 
0.753783, 
0.616092, 
0.777858, 
0.701424, 
0.718462, 
0.724016, 
0.809480, 
0.742606, 
0.761792, 
0.740636, 
0.751009, 
0.786914, 
