0.738417, 
0.737405, 
0.787333, 
0.786585, 
0.788476, 
0.733235, 
0.761459, 
0.805092, 
0.831894, 
0.804054, 
0.776000, 
0.768156, 
0.758827, 
0.815029, 
0.795282, 
0.776630, 
0.820632, 
0.790267, 
0.682410, 
0.733800, 
0.697885, 
0.801465, 
0.781599, 
0.793262, 
0.668675, 
0.814900, 
0.768893, 
0.720692, 
0.814611, 
0.732523, 
