0.813333, 
0.814074, 
0.788889, 
0.799218, 
0.830081, 
0.815627, 
0.810501, 
0.852841, 
0.736327, 
0.858453, 
0.826885, 
0.799363, 
0.736751, 
0.805861, 
0.733024, 
0.770035, 
0.876391, 
0.830317, 
0.808005, 
0.878317, 
0.856901, 
0.843877, 
0.819324, 
0.871698, 
0.770370, 
0.861263, 
0.827761, 
0.849624, 
